,Al. USA - południe,Al. USA - północ,Banacha,Bazyliańska,Belwederska,Dworzec Wilenski (al. Solidarności),Dworzec Wileński Nowy( Targowa),Marszałkowska,Most Gdanski - ścieżka rowerowa,Most Gdański - ciąg pieszo-rowerowy,NSR - Solec - ciąg pieszo-rowerowy,NSR-Solec - ścieżka rowerowa,Rowery (Praska ścieżka rekreacyjna),Wybrzeże Helskie,Wysockiego,"Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn",Żwirki i Wigury/Trojdena1,Żwirki i Wigury/Trojdena2,temp,dayname
2015-06-19,,,2189.0,141.0,,927.0,795.0,,976.0,299.0,357.0,1014.0,,1529.0,225.0,,,,,12.7,Friday
2015-06-20,,,1663.0,176.0,,959.0,991.0,,2047.0,781.0,785.0,1341.0,,2179.0,293.0,,,,,6.6,Saturday
2015-06-21,,,2700.0,249.0,,1124.0,1124.0,,3018.0,1478.0,1603.0,2222.0,,2830.0,377.0,,,,,10.9,Sunday
2015-06-22,,,3424.0,231.0,,1502.0,1238.0,,1421.0,333.0,491.0,1353.0,,2490.0,348.0,,,,,8.8,Monday
2015-06-23,,,2129.0,121.0,,845.0,651.0,,728.0,125.0,157.0,721.0,,1381.0,180.0,,,,,12.9,Tuesday
2015-06-24,,,3730.0,230.0,,1497.0,1169.0,,1655.0,546.0,679.0,1666.0,,2652.0,362.0,,,,,8.3,Wednesday
2015-06-25,,,4074.0,284.0,,1717.0,1326.0,,1964.0,540.0,785.0,1827.0,,2990.0,423.0,,,,,9.6,Thursday
2015-06-26,,,3088.0,251.0,,1513.0,1109.0,,1652.0,499.0,554.0,1451.0,,2506.0,334.0,,,,,10.9,Friday
2015-06-27,,,2269.0,249.0,,1350.0,1137.0,,2538.0,1279.0,1513.0,2424.0,,2753.0,407.0,,,,,12.0,Saturday
2015-06-28,,,2827.0,300.0,,1536.0,1276.0,,3667.0,2017.0,1996.0,2637.0,,3517.0,473.0,,,,,12.0,Sunday
2015-06-29,,,2760.0,217.0,,1146.0,966.0,,1153.0,238.0,352.0,1029.0,,1875.0,281.0,,,,,16.3,Monday
2015-06-30,,,4268.0,299.0,,1780.0,1375.0,,2260.0,687.0,873.0,1888.0,,3083.0,435.0,,,,,11.2,Tuesday
2015-07-01,,,4547.0,360.0,,1955.0,1501.0,,2617.0,853.0,1039.0,2285.0,,3439.0,513.0,,,,,14.0,Wednesday
2015-07-02,,,4511.0,323.0,,1988.0,1490.0,,2638.0,855.0,1110.0,2221.0,,3659.0,467.0,,,,,15.4,Thursday
2015-07-03,,,3869.0,279.0,,1833.0,1373.0,,2338.0,762.0,871.0,2103.0,,3292.0,451.0,,,,,16.2,Friday
2015-07-04,,,2197.0,230.0,,1205.0,1076.0,,2600.0,1368.0,1306.0,2204.0,,2793.0,341.0,,,,,14.3,Saturday
2015-07-05,,,2227.0,174.0,,1226.0,940.0,,2586.0,1428.0,1403.0,2035.0,,2757.0,303.0,,,,,15.5,Sunday
2015-07-06,,,3396.0,233.0,,1592.0,1249.0,,1626.0,514.0,602.0,1438.0,,2620.0,352.0,,,,,17.5,Monday
2015-07-07,,,4565.0,291.0,,1901.0,1398.0,,2424.0,856.0,1069.0,2257.0,,3366.0,505.0,,,,,13.5,Tuesday
2015-07-08,,,2114.0,149.0,,946.0,788.0,,922.0,200.0,276.0,861.0,,1484.0,216.0,,,,,18.1,Wednesday
2015-07-09,,,2686.0,180.0,,1253.0,985.0,,1206.0,333.0,406.0,1119.0,,1993.0,265.0,,,,,14.2,Thursday
2015-07-10,,,1999.0,106.0,,912.0,714.0,,723.0,128.0,170.0,740.0,,1239.0,159.0,,,,,11.7,Friday
2015-07-11,,,1237.0,135.0,,786.0,885.0,,1182.0,555.0,635.0,988.0,,1449.0,228.0,,,,,11.9,Saturday
2015-07-12,,,2710.0,264.0,,1370.0,1389.0,,3275.0,1840.0,1890.0,2652.0,,3191.0,418.0,,,,,11.6,Sunday
2015-07-13,,,2355.0,174.0,,1020.0,831.0,,955.0,337.0,376.0,914.0,,1618.0,231.0,,,,,15.4,Monday
2015-07-14,,,3006.0,216.0,,1291.0,1078.0,,1498.0,519.0,580.0,1390.0,,2105.0,335.0,,,,,15.2,Tuesday
2015-07-15,,,3596.0,237.0,,1673.0,1260.0,,1962.0,643.0,771.0,1751.0,,2609.0,415.0,,,,,13.8,Wednesday
2015-07-16,,,4042.0,299.0,,1829.0,1313.0,,2296.0,828.0,949.0,2156.0,,3119.0,483.0,,,,,12.2,Thursday
2015-07-17,,,3596.0,289.0,,1749.0,1387.0,,2092.0,796.0,908.0,2058.0,,2902.0,389.0,,,,,13.1,Friday
2015-07-18,,,1924.0,212.0,,1152.0,1135.0,,2307.0,1104.0,1554.0,2117.0,,2472.0,326.0,,,,,15.9,Saturday
2015-07-19,,,2021.0,228.0,,1179.0,1112.0,,2477.0,1438.0,1266.0,1963.0,,2334.0,358.0,,,,,17.7,Sunday
2015-07-20,,,3141.0,203.0,,1262.0,1091.0,,1443.0,534.0,661.0,1293.0,,2198.0,299.0,,,,,16.8,Monday
2015-07-21,,,3977.0,275.0,,1686.0,1446.0,,1695.0,744.0,804.0,1925.0,,3025.0,434.0,,,,,10.9,Tuesday
2015-07-22,,,4148.0,289.0,,1828.0,1452.0,,2065.0,876.0,1085.0,2312.0,,3269.0,454.0,,,,,17.6,Wednesday
2015-07-23,,,3339.0,199.0,,1534.0,1227.0,,1609.0,579.0,857.0,1668.0,,2510.0,327.0,,,,,20.3,Thursday
2015-07-24,,,3543.0,263.0,,1625.0,1309.0,,2027.0,691.0,804.0,2283.0,,2757.0,413.0,,,,,16.7,Friday
2015-07-25,,,1441.0,157.0,,825.0,878.0,,1417.0,679.0,864.0,1346.0,,1578.0,215.0,,,,,18.8,Saturday
2015-07-26,,,1448.0,149.0,,823.0,788.0,,1579.0,741.0,901.0,1241.0,,1588.0,222.0,,,,,15.9,Sunday
2015-07-27,,,3154.0,214.0,,1441.0,1110.0,,1419.0,353.0,430.0,1324.0,,2182.0,305.0,,,,,10.0,Monday
2015-07-28,,,2912.0,189.0,,1336.0,1036.0,,1395.0,290.0,427.0,1216.0,,2044.0,262.0,,,,,14.9,Tuesday
2015-07-29,,,3436.0,245.0,,1586.0,1239.0,,1902.0,628.0,778.0,1677.0,,2640.0,357.0,,,,,13.0,Wednesday
2015-07-30,,,3398.0,205.0,,1624.0,1160.0,,1692.0,497.0,738.0,1620.0,,2513.0,314.0,,,,,12.3,Thursday
2015-07-31,,,2873.0,197.0,,1460.0,1164.0,,1396.0,396.0,546.0,1389.0,,2177.0,283.0,,,,,10.5,Friday
2015-08-01,,,2209.0,246.0,,1542.0,1257.0,,3158.0,1740.0,1739.0,2532.0,,3236.0,434.0,,,,,7.1,Saturday
2015-08-02,,,2708.0,312.0,,1698.0,1253.0,,4775.0,2961.0,2082.0,3433.0,,4027.0,507.0,,,,,12.4,Sunday
2015-08-03,,,3803.0,250.0,,1851.0,1344.0,,2091.0,1788.0,1124.0,2249.0,,3039.0,397.0,,,,,17.3,Monday
2015-08-04,,,,263.0,,1954.0,1388.0,,2255.0,1682.0,1216.0,2572.0,,3213.0,408.0,,,,,19.0,Tuesday
2015-08-05,,,3859.0,273.0,,1832.0,1324.0,,1949.0,1407.0,1043.0,2280.0,,2965.0,447.0,,,,,19.4,Wednesday
2015-08-06,,,3685.0,232.0,,1692.0,1231.0,,1779.0,1297.0,962.0,2118.0,,2809.0,348.0,,,,,17.5,Thursday
2015-08-07,,,3013.0,255.0,,1472.0,1120.0,,1511.0,1030.0,589.0,1772.0,,2402.0,348.0,,,,,21.1,Friday
2015-08-08,,,1478.0,156.0,,960.0,899.0,,1605.0,1330.0,883.0,1876.0,,2029.0,224.0,,,,,21.6,Saturday
2015-08-09,,,1544.0,177.0,,972.0,942.0,,1830.0,1620.0,1123.0,1674.0,,1899.0,268.0,,,,,22.8,Sunday
2015-08-10,,,3598.0,257.0,,1663.0,1286.0,,1749.0,1248.0,862.0,1825.0,,2705.0,415.0,,,,,19.6,Monday
2015-08-11,,,3928.0,288.0,,1795.0,1266.0,,1874.0,1332.0,868.0,2069.0,,2912.0,402.0,,,,,19.6,Tuesday
2015-08-12,,,3715.0,255.0,,1788.0,1292.0,,2069.0,1261.0,813.0,2265.0,,2920.0,411.0,,,,,19.4,Wednesday
2015-08-13,,,3411.0,228.0,,1687.0,1311.0,,1754.0,1198.0,830.0,1883.0,,2708.0,348.0,,,,,20.8,Thursday
2015-08-14,,,2638.0,229.0,,1487.0,1238.0,,1731.0,1251.0,817.0,1703.0,,2440.0,318.0,,,,,18.0,Friday
2015-08-15,,,2107.0,213.0,,1401.0,944.0,,2919.0,2225.0,1509.0,2588.0,,2662.0,330.0,,,,,16.8,Saturday
2015-08-16,,,1931.0,244.0,,1156.0,1000.0,,2605.0,2203.0,1375.0,2006.0,,2607.0,380.0,,,,,17.2,Sunday
2015-08-17,,,3355.0,257.0,,1782.0,1293.0,,1987.0,1254.0,794.0,1729.0,,2669.0,410.0,,,,,17.9,Monday
2015-08-18,,,3957.0,325.0,,1913.0,1432.0,,2146.0,1503.0,1051.0,2187.0,,3074.0,479.0,,,,,15.3,Tuesday
2015-08-19,,,4052.0,293.0,,1864.0,1405.0,,2259.0,1398.0,967.0,1931.0,,2991.0,446.0,,,,,11.9,Wednesday
2015-08-20,,,3847.0,246.0,,1790.0,1421.0,,1961.0,1374.0,907.0,1969.0,,2921.0,406.0,,,,,11.2,Thursday
2015-08-21,,,3345.0,234.0,,1654.0,1290.0,,1735.0,1282.0,770.0,1732.0,,2525.0,350.0,,,,,11.6,Friday
2015-08-22,,,1867.0,224.0,,1184.0,1179.0,,2466.0,1855.0,1324.0,1992.0,,2420.0,357.0,,,,,13.9,Saturday
2015-08-23,,,2549.0,257.0,,1531.0,1371.0,,3635.0,2661.0,1860.0,2802.0,,3369.0,461.0,,,,,13.9,Sunday
2015-08-24,,,3809.0,314.0,,1773.0,1396.0,,1760.0,1289.0,839.0,1889.0,,2865.0,404.0,,,,,14.8,Monday
2015-08-25,,,2382.0,143.0,,1114.0,862.0,,770.0,375.0,332.0,920.0,,1641.0,238.0,,,,,14.7,Tuesday
2015-08-26,,,3920.0,289.0,,1852.0,1397.0,,1949.0,1398.0,1065.0,1996.0,,2894.0,450.0,,,,,11.0,Wednesday
2015-08-27,,,4022.0,317.0,,1836.0,1392.0,,1911.0,1308.0,977.0,2096.0,,3005.0,436.0,,,,,13.0,Thursday
2015-08-28,,,3271.0,263.0,,1589.0,1310.0,,1519.0,929.0,667.0,1630.0,,2632.0,367.0,,,,,17.1,Friday
2015-08-29,,,2289.0,264.0,,1449.0,1245.0,,3066.0,2366.0,1680.0,2535.0,,3147.0,403.0,,,,,15.6,Saturday
2015-08-30,,,2573.0,273.0,,1630.0,1395.0,,3695.0,2879.0,1898.0,2737.0,,3556.0,501.0,,,,,11.0,Sunday
2015-08-31,,,3919.0,260.0,,1812.0,1389.0,,1653.0,1086.0,934.0,1828.0,,2868.0,453.0,,,,,18.6,Monday
2015-09-01,,,4072.0,233.0,,1910.0,1396.0,,1825.0,1066.0,978.0,2075.0,,2943.0,431.0,,,,,17.8,Tuesday
2015-09-02,,,3254.0,175.0,,1532.0,1127.0,,1063.0,556.0,455.0,1240.0,,2120.0,324.0,,,,,16.7,Wednesday
2015-09-03,,,3558.0,231.0,,1680.0,1281.0,,1476.0,923.0,674.0,1506.0,,2624.0,420.0,,,,,11.3,Thursday
2015-09-04,,,1725.0,114.0,,870.0,782.0,,661.0,378.0,263.0,740.0,,1266.0,196.0,,,,,12.4,Friday
2015-09-05,,,2113.0,178.0,,1253.0,1213.0,,2330.0,1747.0,1159.0,1949.0,,2471.0,329.0,,,,,10.3,Saturday
2015-09-06,,,1086.0,103.0,,671.0,613.0,,1063.0,809.0,510.0,885.0,,1186.0,178.0,,,,,9.7,Sunday
2015-09-07,,,875.0,39.0,,413.0,361.0,,214.0,86.0,60.0,270.0,,583.0,58.0,,,,,9.8,Monday
2015-09-08,,,1728.0,95.0,,693.0,546.0,,535.0,257.0,175.0,572.0,,1052.0,134.0,,,,,9.5,Tuesday
2015-09-09,,,2353.0,112.0,,1090.0,952.0,,1003.0,564.0,321.0,1054.0,,1638.0,242.0,,,,,8.2,Wednesday
2015-09-10,,,2942.0,184.0,,1345.0,1014.0,,1459.0,718.0,464.0,1318.0,,2015.0,297.0,,,,,9.6,Thursday
2015-09-11,,,2719.0,134.0,,1198.0,980.0,,1170.0,496.0,351.0,1151.0,,1816.0,246.0,,,,,11.6,Friday
2015-09-12,,,483.0,43.0,,368.0,390.0,,395.0,171.0,155.0,327.0,,474.0,72.0,,,,,12.1,Saturday
2015-09-13,,,1514.0,124.0,,795.0,650.0,,2007.0,1431.0,854.0,1140.0,,1643.0,265.0,,,,,10.5,Sunday
2015-09-14,,,2688.0,153.0,,1141.0,917.0,,1001.0,552.0,327.0,1063.0,,1789.0,254.0,,,,,10.4,Monday
2015-09-15,,,3202.0,233.0,,1362.0,1097.0,,1338.0,959.0,603.0,1404.0,,2158.0,343.0,,,,,14.6,Tuesday
2015-09-16,,,3330.0,241.0,,1531.0,1224.0,,1503.0,1054.0,669.0,1568.0,,2393.0,355.0,,,,,16.4,Wednesday
2015-09-17,,,3651.0,295.0,,1799.0,1342.0,,1699.0,1341.0,829.0,1693.0,,2828.0,426.0,,,,,17.4,Thursday
2015-09-18,,,2666.0,179.0,,1243.0,977.0,,1048.0,620.0,381.0,1101.0,,1906.0,257.0,,,,,15.7,Friday
2015-09-19,,,2079.0,249.0,,1256.0,1458.0,,2576.0,1886.0,1145.0,1781.0,,2520.0,351.0,,,,,13.7,Saturday
2015-09-20,,,1441.0,119.0,,832.0,885.0,,1428.0,1106.0,699.0,1071.0,,1533.0,225.0,,,,,11.9,Sunday
2015-09-21,,,2196.0,134.0,,994.0,811.0,,740.0,331.0,221.0,818.0,,1494.0,217.0,,,,,8.3,Monday
2015-09-22,,,2543.0,197.0,,1078.0,845.0,,1063.0,630.0,348.0,987.0,,1787.0,315.0,,,,,5.7,Tuesday
2015-09-23,,,2926.0,218.0,,1224.0,1032.0,,1222.0,833.0,474.0,1249.0,,2034.0,330.0,,,,,10.1,Wednesday
2015-09-24,,,2914.0,234.0,,1311.0,1075.0,,1323.0,902.0,486.0,1252.0,,2125.0,328.0,,,,,12.7,Thursday
2015-09-25,,,2263.0,168.0,,1073.0,885.0,,986.0,486.0,294.0,984.0,,1607.0,262.0,,,,,13.7,Friday
2015-09-26,,,370.0,54.0,,277.0,296.0,,235.0,150.0,60.0,189.0,,385.0,70.0,,,,,12.5,Saturday
2015-09-27,,,1312.0,163.0,,770.0,748.0,,1672.0,1068.0,615.0,1096.0,,1665.0,267.0,,,,,7.4,Sunday
2015-09-28,,,2481.0,154.0,,1029.0,781.0,,844.0,462.0,218.0,940.0,,1469.0,241.0,,,,,5.3,Monday
2015-09-29,,,2548.0,168.0,,966.0,798.0,,843.0,396.0,262.0,896.0,,1536.0,234.0,,,,,7.6,Tuesday
2015-09-30,,,2467.0,146.0,,1068.0,831.0,,890.0,513.0,321.0,938.0,,1564.0,229.0,,,,,8.8,Wednesday
2015-10-01,,,2486.0,174.0,,1011.0,814.0,0.0,942.0,481.0,317.0,903.0,,1577.0,238.0,0.0,0.0,,,1.3,Thursday
2015-10-02,,,2412.0,148.0,,982.0,818.0,0.0,904.0,470.0,248.0,912.0,,1495.0,227.0,0.0,0.0,,,2.5,Friday
2015-10-03,,,1670.0,170.0,,910.0,899.0,0.0,1704.0,1481.0,883.0,1093.0,,1818.0,281.0,0.0,0.0,,,1.6,Saturday
2015-10-04,,,2098.0,206.0,,1096.0,968.0,0.0,2483.0,1968.0,1170.0,1661.0,,2294.0,335.0,0.0,0.0,,,8.8,Sunday
2015-10-05,,,2972.0,192.0,,1169.0,864.0,0.0,1139.0,718.0,401.0,1075.0,,1716.0,286.0,0.0,0.0,,,9.8,Monday
2015-10-06,,,2516.0,167.0,,1008.0,818.0,0.0,831.0,368.0,255.0,770.0,,1391.0,226.0,0.0,0.0,,,9.5,Tuesday
2015-10-07,,,2276.0,119.0,,761.0,629.0,0.0,682.0,286.0,169.0,709.0,,1168.0,167.0,0.0,0.0,,,3.3,Wednesday
2015-10-08,,,2094.0,109.0,,728.0,608.0,0.0,659.0,264.0,164.0,626.0,,1069.0,145.0,0.0,0.0,,,0.5,Thursday
2015-10-09,,,1867.0,80.0,,667.0,583.0,0.0,576.0,254.0,165.0,537.0,,908.0,146.0,0.0,0.0,,,-1.6,Friday
2015-10-10,,,740.0,86.0,,397.0,399.0,0.0,542.0,443.0,214.0,356.0,,664.0,102.0,0.0,0.0,,,-1.8,Saturday
2015-10-11,,,577.0,62.0,,327.0,317.0,0.0,462.0,330.0,167.0,331.0,,496.0,76.0,0.0,0.0,,,-2.5,Sunday
2015-10-12,,,1344.0,52.0,,486.0,398.0,0.0,315.0,110.0,72.0,339.0,,642.0,77.0,0.0,0.0,,,0.2,Monday
2015-10-13,,,1010.0,39.0,,344.0,259.0,0.0,210.0,53.0,42.0,253.0,,435.0,54.0,0.0,0.0,,,2.8,Tuesday
2015-10-14,,,1525.0,71.0,,507.0,411.0,0.0,509.0,265.0,140.0,498.0,,743.0,129.0,0.0,0.0,,,4.7,Wednesday
2015-10-15,,,1413.0,69.0,,486.0,389.0,0.0,363.0,154.0,95.0,416.0,,735.0,93.0,0.0,0.0,,,5.1,Thursday
2015-10-16,,,1276.0,61.0,,404.0,400.0,0.0,419.0,199.0,110.0,384.0,,694.0,104.0,0.0,0.0,,,6.6,Friday
2015-10-17,,,234.0,18.0,,133.0,157.0,0.0,71.0,39.0,21.0,88.0,,134.0,25.0,0.0,0.0,,,8.5,Saturday
2015-10-18,,,149.0,4.0,,62.0,76.0,0.0,57.0,29.0,13.0,41.0,,75.0,13.0,0.0,0.0,,,8.3,Sunday
2015-10-19,,,1562.0,80.0,,528.0,429.0,0.0,504.0,260.0,152.0,466.0,,786.0,126.0,0.0,0.0,,,6.4,Monday
2015-10-20,,,1480.0,75.0,,547.0,426.0,0.0,497.0,215.0,163.0,429.0,,740.0,107.0,0.0,0.0,,,6.8,Tuesday
2015-10-21,,,1094.0,37.0,,319.0,257.0,0.0,283.0,87.0,63.0,253.0,,459.0,47.0,0.0,0.0,,,7.0,Wednesday
2015-10-22,,,1495.0,90.0,,529.0,431.0,0.0,497.0,248.0,159.0,436.0,,759.0,111.0,0.0,0.0,,,7.1,Thursday
2015-10-23,,,1218.0,65.0,,450.0,400.0,0.0,383.0,172.0,99.0,368.0,,601.0,91.0,0.0,0.0,,,6.3,Friday
2015-10-24,,,627.0,49.0,,305.0,370.0,0.0,461.0,328.0,162.0,340.0,,612.0,82.0,0.0,0.0,,,7.7,Saturday
2015-10-25,,,593.0,48.0,,272.0,310.0,0.0,453.0,360.0,194.0,335.0,,536.0,66.0,0.0,0.0,,,1.4,Sunday
2015-10-26,,,1584.0,73.0,,548.0,447.0,0.0,530.0,246.0,168.0,506.0,,835.0,113.0,0.0,0.0,,,4.5,Monday
2015-10-27,,,1735.0,85.0,,570.0,471.0,0.0,583.0,263.0,191.0,527.0,,907.0,135.0,0.0,0.0,,,-1.8,Tuesday
2015-10-28,,,1694.0,69.0,,545.0,439.0,0.0,559.0,276.0,202.0,513.0,,896.0,114.0,566.0,641.0,,,-0.9,Wednesday
2015-10-29,,,1575.0,80.0,,507.0,412.0,312.0,523.0,197.0,157.0,488.0,,786.0,106.0,1008.0,831.0,,,2.5,Thursday
2015-10-30,,,1670.0,94.0,,551.0,488.0,434.0,582.0,342.0,188.0,496.0,,932.0,134.0,1087.0,866.0,,,3.4,Friday
2015-10-31,,,662.0,64.0,,340.0,374.0,173.0,612.0,443.0,222.0,411.0,,712.0,105.0,480.0,318.0,,,1.7,Saturday
2015-11-01,,,584.0,46.0,,246.0,298.0,168.0,703.0,547.0,273.0,404.0,,775.0,74.0,493.0,298.0,,,0.0,Sunday
2015-11-02,,,1537.0,63.0,,532.0,436.0,346.0,503.0,242.0,233.0,386.0,,857.0,148.0,997.0,857.0,,,1.9,Monday
2015-11-03,,,1776.0,53.0,,521.0,454.0,444.0,575.0,287.0,424.0,277.0,,881.0,129.0,1060.0,818.0,,,-1.2,Tuesday
2015-11-04,,,1562.0,49.0,,490.0,415.0,454.0,500.0,289.0,408.0,233.0,,756.0,117.0,984.0,836.0,,,-3.2,Wednesday
2015-11-05,,,1402.0,60.0,,442.0,379.0,421.0,388.0,179.0,287.0,236.0,,674.0,89.0,893.0,712.0,,,0.9,Thursday
2015-11-06,,,1207.0,72.0,,377.0,312.0,348.0,360.0,149.0,263.0,201.0,,578.0,94.0,805.0,621.0,,,0.5,Friday
2015-11-07,,,401.0,24.0,,166.0,166.0,159.0,181.0,104.0,92.0,137.0,,288.0,36.0,352.0,234.0,,,1.0,Saturday
2015-11-08,,,467.0,33.0,,213.0,236.0,172.0,364.0,294.0,212.0,185.0,,420.0,47.0,375.0,268.0,,,7.1,Sunday
2015-11-09,,,1129.0,63.0,,348.0,290.0,338.0,298.0,130.0,160.0,196.0,,512.0,77.0,710.0,574.0,,,3.9,Monday
2015-11-10,,,903.0,25.0,,280.0,236.0,293.0,178.0,59.0,93.0,141.0,,331.0,48.0,596.0,436.0,,,9.7,Tuesday
2015-11-11,,,498.0,24.0,,176.0,190.0,230.0,403.0,321.0,179.0,176.0,,414.0,49.0,511.0,283.0,,,13.1,Wednesday
2015-11-12,,,1149.0,59.0,,374.0,353.0,420.0,369.0,147.0,197.0,223.0,,574.0,66.0,809.0,596.0,,,10.4,Thursday
2015-11-13,,,1255.0,71.0,,416.0,341.0,404.0,454.0,224.0,194.0,313.0,,571.0,86.0,838.0,672.0,,,5.9,Friday
2015-11-14,,,392.0,22.0,,195.0,214.0,140.0,225.0,132.0,82.0,163.0,,305.0,45.0,331.0,214.0,,,6.2,Saturday
2015-11-15,,,245.0,17.0,,121.0,104.0,80.0,201.0,116.0,53.0,118.0,,222.0,22.0,169.0,137.0,,,5.0,Sunday
2015-11-16,,,1281.0,67.0,,451.0,337.0,345.0,422.0,203.0,183.0,325.0,,645.0,98.0,797.0,628.0,,,4.4,Monday
2015-11-17,,,1050.0,42.0,,338.0,256.0,292.0,263.0,82.0,104.0,189.0,,428.0,60.0,591.0,520.0,,,5.5,Tuesday
2015-11-18,,,742.0,17.0,,209.0,166.0,209.0,153.0,46.0,63.0,128.0,,250.0,28.0,438.0,358.0,,,9.1,Wednesday
2015-11-19,,,1050.0,26.0,,325.0,266.0,301.0,281.0,110.0,110.0,199.0,,376.0,51.0,636.0,445.0,,,7.4,Thursday
2015-11-20,,,973.0,41.0,,327.0,285.0,344.0,315.0,146.0,123.0,222.0,,424.0,68.0,614.0,520.0,,,3.8,Friday
2015-11-21,,,371.0,28.0,,161.0,163.0,132.0,234.0,119.0,76.0,136.0,,229.0,38.0,285.0,203.0,,,3.4,Saturday
2015-11-22,,,389.0,33.0,,177.0,180.0,116.0,306.0,222.0,131.0,203.0,,299.0,38.0,256.0,177.0,,,1.1,Sunday
2015-11-23,,,1160.0,53.0,,391.0,291.0,311.0,312.0,169.0,147.0,258.0,,503.0,72.0,711.0,576.0,,,-1.8,Monday
2015-11-24,,,1113.0,39.0,,363.0,242.0,290.0,289.0,116.0,147.0,250.0,,460.0,61.0,650.0,513.0,,,-2.0,Tuesday
2015-11-25,,,1051.0,35.0,,348.0,234.0,265.0,305.0,146.0,116.0,237.0,,447.0,55.0,674.0,493.0,,,-4.9,Wednesday
2015-11-26,,,998.0,38.0,,318.0,253.0,273.0,256.0,126.0,134.0,203.0,,398.0,58.0,638.0,437.0,,,-3.5,Thursday
2015-11-27,,,863.0,47.0,,281.0,256.0,281.0,248.0,88.0,123.0,195.0,,379.0,60.0,530.0,456.0,,,-5.9,Friday
2015-11-28,,,319.0,12.0,,122.0,135.0,105.0,146.0,106.0,52.0,106.0,,210.0,24.0,261.0,147.0,,,-3.9,Saturday
2015-11-29,,,300.0,19.0,,150.0,153.0,95.0,226.0,199.0,118.0,147.0,,268.0,33.0,205.0,174.0,,,-0.4,Sunday
2015-11-30,,,813.0,36.0,,251.0,203.0,245.0,209.0,87.0,96.0,155.0,,315.0,48.0,536.0,394.0,,,3.9,Monday
2015-12-01,,,646.0,23.0,,226.0,145.0,191.0,164.0,53.0,71.0,139.0,,284.0,37.0,388.0,324.0,,,0.1,Tuesday
2015-12-02,,,890.0,29.0,,304.0,236.0,251.0,243.0,133.0,139.0,184.0,,372.0,58.0,547.0,438.0,,,1.1,Wednesday
2015-12-03,,,945.0,39.0,,329.0,270.0,311.0,314.0,157.0,152.0,203.0,,435.0,66.0,618.0,465.0,,,4.2,Thursday
2015-12-04,,,937.0,42.0,,359.0,297.0,288.0,341.0,178.0,160.0,187.0,,428.0,58.0,617.0,487.0,,,4.4,Friday
2015-12-05,,,496.0,42.0,,227.0,243.0,196.0,352.0,299.0,195.0,224.0,,423.0,68.0,377.0,263.0,,,5.4,Saturday
2015-12-06,,,509.0,32.0,,218.0,239.0,180.0,566.0,394.0,242.0,240.0,,472.0,52.0,350.0,252.0,,,6.9,Sunday
2015-12-07,,,982.0,52.0,,368.0,291.0,345.0,348.0,166.0,222.0,180.0,,449.0,68.0,643.0,511.0,,,6.5,Monday
2015-12-08,,,964.0,50.0,,326.0,265.0,317.0,281.0,97.0,243.0,101.0,,434.0,74.0,601.0,478.0,,,-2.7,Tuesday
2015-12-09,,,945.0,44.0,,325.0,219.0,296.0,315.0,117.0,232.0,88.0,,387.0,47.0,604.0,443.0,,,1.6,Wednesday
2015-12-10,,,955.0,52.0,281.0,338.0,267.0,328.0,322.0,204.0,276.0,93.0,,417.0,69.0,676.0,471.0,,,0.0,Thursday
2015-12-11,,,846.0,47.0,227.0,289.0,236.0,309.0,255.0,121.0,233.0,80.0,,355.0,63.0,561.0,398.0,,,-3.0,Friday
2015-12-12,,,307.0,20.0,143.0,158.0,142.0,167.0,134.0,93.0,90.0,59.0,,198.0,28.0,244.0,141.0,,,4.2,Saturday
2015-12-13,,,107.0,6.0,39.0,41.0,54.0,50.0,42.0,22.0,25.0,22.0,,81.0,9.0,114.0,59.0,,,2.2,Sunday
2015-12-14,,,856.0,33.0,204.0,276.0,214.0,301.0,267.0,112.0,223.0,82.0,,348.0,48.0,551.0,392.0,,,-1.2,Monday
2015-12-15,,,765.0,25.0,223.0,261.0,223.0,267.0,204.0,78.0,186.0,74.0,,318.0,39.0,474.0,370.0,,,-1.9,Tuesday
2015-12-16,,,813.0,31.0,228.0,303.0,235.0,281.0,261.0,97.0,243.0,73.0,,345.0,56.0,511.0,395.0,,,0.3,Wednesday
2015-12-17,,,767.0,36.0,217.0,257.0,206.0,272.0,234.0,102.0,213.0,48.0,,302.0,47.0,467.0,342.0,,,1.7,Thursday
2015-12-18,36.0,14.0,733.0,26.0,208.0,273.0,224.0,259.0,256.0,107.0,197.0,66.0,,324.0,50.0,451.0,414.0,,,6.1,Friday
2015-12-19,52.0,18.0,425.0,33.0,283.0,212.0,196.0,175.0,287.0,217.0,167.0,133.0,,293.0,41.0,362.0,269.0,,,8.2,Saturday
2015-12-20,40.0,31.0,456.0,43.0,263.0,206.0,186.0,161.0,456.0,315.0,253.0,206.0,,438.0,79.0,356.0,205.0,,,4.4,Sunday
2015-12-21,33.0,12.0,710.0,33.0,234.0,305.0,241.0,271.0,209.0,104.0,197.0,72.0,,324.0,39.0,524.0,411.0,,,0.6,Monday
2015-12-22,55.0,10.0,721.0,33.0,201.0,293.0,218.0,325.0,223.0,118.0,173.0,68.0,,328.0,37.0,549.0,387.0,,,6.1,Tuesday
