Data,startTyg,startM,Al. Jerozolimskie - suma,Al. Jerozolimskie płd.,Al. Jerozolimskie płn.,Al. USA - suma,Al. USA płd.,Al. USA płn.,Banacha,Bazyliańska,Belwederska,Dworzec Wileński (al. Solidarności),Dworzec Wileński (Targowa),Marsa,Marszałkowska,NSR Most Gdański - suma,NSR Most Gdański ciąg pieszo-rowerowy,NSR Most Gdański ścieżka rowerowa,NSR Solec - suma,NSR Solec ciąg pieszo-rowerowy,NSR Solec ścieżka rowerowa,Praska ścieżka rekreacyjna,Świętokrzyska/Emilii Plater - suma,Świętokrzyska/Emilii Plater płd.,Świętokrzyska/Emilii Plater płn.,Wybrzeże Helskie,Wysockiego,Żwirki i Wigury/Trojdena - suma,Żwirki i Wigury/Trojdena wsch.,Żwirki i Wigury/Trojdena zach.,temp_min,temp_avg,temp_max,deszcz,snieg,dzien_tygodnia
2014-08-01,2014-07-28,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,21.1,24.3,3.8,0.0,4
2014-08-02,2014-07-28,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,24.8,31.6,0.0,0.0,5
2014-08-03,2014-07-28,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,25.4,31.0,0.0,0.0,6
2014-08-04,2014-08-04,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,24.3,32.8,10.2,0.0,0
2014-08-05,2014-08-04,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,21.7,25.9,0.0,0.0,1
2014-08-06,2014-08-04,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,20.1,24.2,0.0,0.0,2
2014-08-07,2014-08-04,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,21.4,26.0,6.2,0.0,3
2014-08-08,2014-08-04,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,19.1,22.2,1.8,0.0,4
2014-08-09,2014-08-04,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,21.0,27.3,0.0,0.0,5
2014-08-10,2014-08-04,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,23.5,29.1,0.0,0.0,6
2014-08-11,2014-08-11,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,22.9,29.8,4.6,0.0,0
2014-08-12,2014-08-11,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,19.1,22.8,0.0,0.0,1
2014-08-13,2014-08-11,2014-08-01,,,,,,,,,,,,,,102.0,0.0,102.0,66.0,6.0,60.0,,,,,,,,,,13.0,18.8,23.3,19.8,0.0,2
2014-08-14,2014-08-11,2014-08-01,,,,,,,,,,,,,,576.0,0.0,576.0,195.0,114.0,81.0,108.0,,,,,,,,,17.6,18.7,20.7,0.0,0.0,3
2014-08-15,2014-08-11,2014-08-01,,,,,,,,,,,,,,2585.0,0.0,2585.0,1414.0,861.0,553.0,1146.0,,,,,,,,,13.3,18.6,23.5,0.0,0.0,4
2014-08-16,2014-08-11,2014-08-01,,,,,,,,,,,,,,484.0,0.0,484.0,214.0,134.0,80.0,201.0,,,,,,,,,13.1,15.4,19.7,2.0,0.0,5
2014-08-17,2014-08-11,2014-08-01,,,,,,,,,,,,,,1138.0,0.0,1138.0,393.0,273.0,120.0,617.0,,,,,,,,,12.4,15.1,18.7,0.0,0.0,6
2014-08-18,2014-08-18,2014-08-01,,,,,,,,,,,,,,971.0,0.0,971.0,298.0,172.0,126.0,322.0,,,,,,,,,13.4,18.6,23.4,0.0,0.0,0
2014-08-19,2014-08-18,2014-08-01,,,,,,,,,,,,,,1248.0,0.0,1248.0,353.0,224.0,129.0,460.0,,,,,,,,,11.9,16.2,20.6,0.0,0.0,1
2014-08-20,2014-08-18,2014-08-01,,,,,,,,,,,,,,1334.0,0.0,1334.0,435.0,262.0,173.0,589.0,,,,,,,,,11.6,15.7,20.8,0.0,0.0,2
2014-08-21,2014-08-18,2014-08-01,,,,,,,,,,,,,,731.0,0.0,731.0,178.0,100.0,78.0,232.0,,,,,,,,,9.1,12.6,17.1,0.4,0.0,3
2014-08-22,2014-08-18,2014-08-01,,,,,,,,,,,,,,1130.0,0.0,1130.0,456.0,207.0,249.0,458.0,,,,,,,,,6.5,14.6,21.3,0.0,0.0,4
2014-08-23,2014-08-18,2014-08-01,,,,,,,,,,,,,,2039.0,0.0,2039.0,1047.0,447.0,600.0,1127.0,,,,,,,,,11.3,17.0,23.3,0.0,0.0,5
2014-08-24,2014-08-18,2014-08-01,,,,,,,,,,,,,,136.0,0.0,136.0,79.0,31.0,48.0,28.0,,,,,,,,,12.2,13.7,18.2,5.2,0.0,6
2014-08-25,2014-08-25,2014-08-01,,,,,,,,,,,,,,983.0,0.0,983.0,427.0,135.0,292.0,289.0,,,,,,,,,9.0,12.8,18.6,0.4,0.0,0
2014-08-26,2014-08-25,2014-08-01,,,,,,,,,,,,,,192.0,0.0,192.0,114.0,16.0,98.0,38.0,,,,,,,,,9.9,12.2,14.4,3.4,0.0,1
2014-08-27,2014-08-25,2014-08-01,,,,,,,,,,,,,,604.0,0.0,604.0,284.0,37.0,247.0,157.0,,,,,,,,,6.5,12.6,17.6,5.2,0.0,2
2014-08-28,2014-08-25,2014-08-01,,,,,,,,,,,,,,618.0,0.0,618.0,352.0,90.0,262.0,131.0,,,,,,,,,9.8,13.9,20.6,4.0,0.0,3
2014-08-29,2014-08-25,2014-08-01,,,,,,,,,,,,,,1267.0,0.0,1267.0,653.0,193.0,460.0,518.0,,,,,,,,,8.8,16.2,22.3,1.0,0.0,4
2014-08-30,2014-08-25,2014-08-01,,,,,,,,,,,,,,1583.0,0.0,1583.0,911.0,411.0,500.0,835.0,,,,,,,,,14.4,18.0,22.4,0.0,0.0,5
2014-08-31,2014-08-25,2014-08-01,,,,,,,,,,,,,,2124.0,0.0,2124.0,1188.0,551.0,637.0,1165.0,,,,,,,,,14.3,18.5,23.4,0.0,0.0,6
2014-09-01,2014-09-01,2014-09-01,,,,,,,,,,,,,,648.0,0.0,648.0,265.0,37.0,228.0,149.0,,,,,,,,,13.4,14.9,18.7,0.0,0.0,0
2014-09-02,2014-09-01,2014-09-01,,,,,,,,,,,,,,959.0,0.0,959.0,373.0,89.0,284.0,339.0,,,,,,,,,12.8,15.1,19.0,0.0,0.0,1
2014-09-03,2014-09-01,2014-09-01,,,,,,,,,,,,,,1181.0,0.0,1181.0,590.0,154.0,436.0,481.0,,,,,,,,,11.1,15.7,21.0,0.0,0.0,2
2014-09-04,2014-09-01,2014-09-01,,,,,,,,,,,,,,1278.0,0.0,1278.0,665.0,210.0,455.0,541.0,,,,,,,,,9.9,15.9,21.8,0.0,0.0,3
2014-09-05,2014-09-01,2014-09-01,,,,,,,,,,,,,,1158.0,0.0,1158.0,644.0,166.0,478.0,515.0,,,,,,,,,9.0,15.0,21.2,0.0,0.0,4
2014-09-06,2014-09-01,2014-09-01,,,,,,,,,,,,,,2357.0,0.0,2357.0,1310.0,618.0,692.0,1423.0,,,,,,,,,9.6,16.2,23.2,0.0,0.0,5
2014-09-07,2014-09-01,2014-09-01,,,,,,,,,,,,,,2616.0,0.0,2616.0,1709.0,867.0,842.0,1700.0,,,,,,,,,10.8,18.0,24.6,0.0,0.0,6
2014-09-08,2014-09-08,2014-09-01,,,,,,,,,,,,,,1013.0,0.0,1013.0,468.0,100.0,368.0,345.0,,,,,,,,,12.7,18.7,26.0,1.6,0.0,0
2014-09-09,2014-09-08,2014-09-01,,,,,,,,,,,,,,828.0,0.0,828.0,354.0,69.0,285.0,216.0,,,,,,,,,13.5,17.3,21.8,0.0,0.0,1
2014-09-10,2014-09-08,2014-09-01,,,,,,,,,,,,,,1008.0,0.0,1008.0,1982.0,1619.0,363.0,279.0,,,,,,,,,9.3,14.6,18.5,0.0,0.0,2
2014-09-11,2014-09-08,2014-09-01,,,,,,,,,,,,,,477.0,0.0,477.0,295.0,61.0,234.0,78.0,,,,,,,,,11.3,15.4,17.6,0.4,0.0,3
2014-09-12,2014-09-08,2014-09-01,,,,,,,,,,,,,,1276.0,0.0,1276.0,650.0,191.0,459.0,432.0,,,,,,,,,15.4,20.4,26.3,0.0,0.0,4
2014-09-13,2014-09-08,2014-09-01,,,,,,,,,,,,,,2531.0,0.0,2531.0,2485.0,1075.0,1410.0,1456.0,,,,,,,,,14.3,20.4,26.8,0.0,0.0,5
2014-09-14,2014-09-08,2014-09-01,,,,,,,,,,,,,,3122.0,0.0,3122.0,2196.0,933.0,1263.0,1624.0,,,,,,,,,16.4,20.5,26.6,0.0,0.0,6
2014-09-15,2014-09-15,2014-09-01,,,,,,,,,,,,,,1210.0,108.0,1102.0,608.0,154.0,454.0,329.0,,,,,,,,,13.9,17.7,23.4,0.0,0.0,0
2014-09-16,2014-09-15,2014-09-01,,,,,,,,,,,,,,1077.0,579.0,498.0,607.0,123.0,484.0,331.0,,,,,,,,,9.5,14.5,19.9,0.0,0.0,1
2014-09-17,2014-09-15,2014-09-01,,,,,,,,,,,,,,1115.0,776.0,339.0,568.0,126.0,442.0,306.0,,,,,,,,,8.8,14.6,20.7,0.0,0.0,2
2014-09-18,2014-09-15,2014-09-01,,,,,,,,,,,,,,1089.0,822.0,267.0,559.0,141.0,418.0,328.0,,,,,,,,,8.8,15.9,23.0,0.0,0.0,3
2014-09-19,2014-09-15,2014-09-01,,,,,,,,,,,,,,1029.0,579.0,450.0,497.0,127.0,370.0,243.0,,,,,,,,,9.9,15.8,21.8,0.6,0.0,4
2014-09-20,2014-09-15,2014-09-01,,,,,,,,,,,,,,1456.0,605.0,851.0,761.0,298.0,463.0,703.0,,,,,,,,,13.5,16.4,20.8,0.0,0.0,5
2014-09-21,2014-09-15,2014-09-01,,,,,,,,,,,,,,852.0,378.0,474.0,408.0,153.0,255.0,397.0,,,,,,,,,11.3,14.7,18.3,1.0,0.0,6
2014-09-22,2014-09-22,2014-09-01,,,,,,,,,,,,,,422.0,145.0,277.0,211.0,34.0,177.0,60.0,,,,,,,,,11.8,13.5,16.2,1.4,0.0,0
2014-09-23,2014-09-22,2014-09-01,,,,,,,,,,,,,,293.0,76.0,217.0,155.0,20.0,135.0,41.0,,,,,,,,,8.0,9.4,13.6,1.2,0.0,1
2014-09-24,2014-09-22,2014-09-01,,,,,,,,,,,,,,741.0,193.0,548.0,340.0,76.0,264.0,161.0,,,,,,,,,2.8,8.1,14.0,0.0,0.0,2
2014-09-25,2014-09-22,2014-09-01,,,,,,,,,,,,,,542.0,144.0,398.0,290.0,53.0,237.0,98.0,,,,,,,,,6.0,10.8,16.9,0.8,0.0,3
2014-09-26,2014-09-22,2014-09-01,,,,,,,,,,,,,,618.0,112.0,506.0,323.0,74.0,249.0,135.0,,,,,,,,,8.3,11.1,15.2,0.6,0.0,4
2014-09-27,2014-09-22,2014-09-01,,,,,,,,,,,,,,1291.0,361.0,930.0,567.0,215.0,352.0,499.0,,,,,,,,,8.5,13.2,17.7,0.0,0.0,5
2014-09-28,2014-09-22,2014-09-01,,,,,,,,,,,,,,2291.0,688.0,1603.0,1097.0,438.0,659.0,846.0,,,,,,,,,5.0,12.0,18.4,0.0,0.0,6
2014-09-29,2014-09-29,2014-09-01,,,,,,,,,,,,,,860.0,198.0,662.0,458.0,93.0,365.0,209.0,,,,,,,,,5.1,13.1,21.1,0.0,0.0,0
2014-09-30,2014-09-29,2014-09-01,,,,,,,,,,,,,,849.0,166.0,683.0,433.0,68.0,365.0,122.0,,,,,,,,,9.8,15.0,19.2,0.0,0.0,1
2014-10-01,2014-09-29,2014-10-01,,,,,,,,,,,,,,543.0,88.0,455.0,338.0,51.0,287.0,92.0,,,,,,,,,11.7,13.2,15.6,0.8,0.0,2
2014-10-02,2014-09-29,2014-10-01,,,,,,,,,,,,,,953.0,268.0,685.0,551.0,102.0,449.0,222.0,,,,,,,,,8.3,12.6,17.9,0.0,0.0,3
2014-10-03,2014-09-29,2014-10-01,,,,,,,,,,,,,,855.0,193.0,662.0,515.0,105.0,410.0,229.0,,,,,,,,,4.7,10.7,17.1,0.0,0.0,4
2014-10-04,2014-09-29,2014-10-01,,,,,,,,,,,,,,1734.0,417.0,1317.0,911.0,350.0,561.0,697.0,,,,,,,,,3.5,9.5,16.2,0.0,0.0,5
2014-10-05,2014-09-29,2014-10-01,,,,,,,,,,,,,,1785.0,482.0,1303.0,1016.0,384.0,632.0,802.0,,,,,,,,,2.5,9.2,16.7,0.0,0.0,6
2014-10-06,2014-10-06,2014-10-01,,,,,,,,,,,,,,717.0,126.0,591.0,439.0,93.0,346.0,174.0,,,,,,,,,3.1,9.5,16.5,0.0,0.0,0
2014-10-07,2014-10-06,2014-10-01,,,,,,,,,,,,,,708.0,114.0,594.0,479.0,80.0,399.0,134.0,,,,,,,,,6.7,11.9,16.8,0.0,0.0,1
2014-10-08,2014-10-06,2014-10-01,,,,,,,,,,,,,,649.0,97.0,552.0,460.0,80.0,380.0,115.0,,,,,,,,,9.1,13.4,17.5,0.0,0.0,2
2014-10-09,2014-10-06,2014-10-01,,,,,,,,,,,,,,1137.0,255.0,882.0,655.0,185.0,470.0,251.0,,,,,,,,,9.6,16.6,24.0,0.0,0.0,3
2014-10-10,2014-10-06,2014-10-01,,,,,,,,,,,,,,1279.0,295.0,984.0,698.0,168.0,530.0,331.0,,,,,,,,,11.5,16.2,23.4,0.0,0.0,4
2014-10-11,2014-10-06,2014-10-01,,,,,,,,,,,,,,2399.0,771.0,1628.0,1353.0,493.0,860.0,854.0,,,,,,,,,8.2,15.9,22.4,0.0,0.0,5
2014-10-12,2014-10-06,2014-10-01,,,,,,,,,,,,,,1085.0,260.0,825.0,608.0,205.0,403.0,441.0,,,,,,,,,10.0,14.1,17.7,0.0,0.0,6
2014-10-13,2014-10-13,2014-10-01,,,,,,,,,,,,,,1010.0,184.0,826.0,627.0,123.0,504.0,198.0,,,,,,,,,6.3,13.7,21.0,0.0,0.0,0
2014-10-14,2014-10-13,2014-10-01,,,,,,,,,,,,,,658.0,116.0,542.0,440.0,50.0,390.0,128.0,,,,,,,,,12.9,15.4,20.2,0.2,0.0,1
2014-10-15,2014-10-13,2014-10-01,,,,,,,,,,,,,,799.0,136.0,663.0,509.0,90.0,419.0,116.0,,,,,,,,,11.0,13.9,16.7,0.6,0.0,2
2014-10-16,2014-10-13,2014-10-01,,,,,,,,,,,,,,492.0,61.0,431.0,350.0,38.0,312.0,56.0,,,,,,,,,8.5,11.1,13.6,0.2,0.0,3
2014-10-17,2014-10-13,2014-10-01,,,,,,,,,,,,,,354.0,34.0,320.0,247.0,23.0,224.0,38.0,,,,,,,,,8.5,11.0,12.9,0.2,0.0,4
2014-10-18,2014-10-13,2014-10-01,,,,,,,,,,,,,,582.0,116.0,466.0,372.0,87.0,285.0,212.0,,,,,,,,,7.8,8.8,10.9,0.0,0.0,5
2014-10-19,2014-10-13,2014-10-01,,,,,,,,,,,,,,2000.0,516.0,1484.0,1044.0,362.0,682.0,777.0,,,,,,,,,6.0,12.5,19.4,0.0,0.0,6
2014-10-20,2014-10-20,2014-10-01,,,,,,,,,,,,,,487.0,74.0,413.0,391.0,65.0,326.0,73.0,,,,,,,,,13.3,14.8,17.4,1.5,0.0,0
2014-10-21,2014-10-20,2014-10-01,,,,,,,,,,,,,,369.0,44.0,325.0,281.0,33.0,248.0,29.0,,,,,,,,,10.5,11.2,14.0,1.5,0.0,1
2014-10-22,2014-10-20,2014-10-01,,,,,,,,,,,,,,460.0,52.0,408.0,307.0,33.0,274.0,54.0,,,,,,,,,9.1,10.8,13.7,0.8,0.0,2
2014-10-23,2014-10-20,2014-10-01,,,,,,,,,,,,,,234.0,34.0,200.0,219.0,32.0,187.0,32.0,,,,,,,,,2.7,3.8,10.9,0.0,0.0,3
2014-10-24,2014-10-20,2014-10-01,,,,,,,,,,,,,,324.0,45.0,279.0,265.0,40.0,225.0,38.0,,,,,,,,,-2.6,0.8,5.2,0.0,0.0,4
2014-10-25,2014-10-20,2014-10-01,,,,,,,,,,,,,,257.0,36.0,221.0,138.0,23.0,115.0,79.0,,,,,,,,,-2.9,0.5,3.9,0.0,0.0,5
2014-10-26,2014-10-20,2014-10-01,,,,,,,,,,,,,,480.0,96.0,384.0,234.0,48.0,186.0,138.0,,,,,,,,,-2.5,1.8,8.2,0.0,0.0,6
2014-10-27,2014-10-27,2014-10-01,,,,,,,,,,,,,,449.0,75.0,374.0,287.0,50.0,237.0,52.0,,,,,,,,,-0.2,3.0,9.8,0.0,0.0,0
2014-10-28,2014-10-27,2014-10-01,,,,,,,,,,,,,,539.0,82.0,457.0,356.0,46.0,310.0,71.0,,,,,,,,,-1.6,3.8,11.4,0.0,0.0,1
2014-10-29,2014-10-27,2014-10-01,,,,,,,,,,,,,,539.0,95.0,444.0,335.0,44.0,291.0,76.0,,,,,,,,,-1.3,3.5,10.7,0.0,0.0,2
2014-10-30,2014-10-27,2014-10-01,,,,,,,,,,,,,,445.0,57.0,388.0,314.0,43.0,271.0,54.0,,,,,,,,,-4.1,3.4,9.0,0.0,0.0,3
2014-10-31,2014-10-27,2014-10-01,,,,,,,,,,,,,,377.0,39.0,338.0,269.0,37.0,232.0,93.0,,,,,,,,,5.0,5.3,7.4,0.0,0.0,4
2014-11-01,2014-10-27,2014-11-01,,,,,,,,,,,,,,363.0,90.0,273.0,198.0,52.0,146.0,90.0,,,,,,,,,-0.1,4.4,9.2,0.0,0.0,5
2014-11-02,2014-10-27,2014-11-01,,,,,,,,,,,,,,659.0,144.0,515.0,361.0,132.0,229.0,221.0,,,,,,,,,0.8,5.8,10.8,0.0,0.0,6
2014-11-03,2014-11-03,2014-11-01,,,,,,,,,,,,,,519.0,91.0,428.0,377.0,63.0,314.0,74.0,,,,,,,,,3.5,8.0,14.3,0.0,0.0,0
2014-11-04,2014-11-03,2014-11-01,,,,,,,,,,,,,,541.0,105.0,436.0,424.0,70.0,354.0,112.0,,,,,,,,,2.9,8.4,15.3,0.0,0.0,1
2014-11-05,2014-11-03,2014-11-01,,,,,,,,,,,,,,667.0,132.0,535.0,483.0,76.0,407.0,133.0,,,,,,,,,7.3,12.1,18.5,0.0,0.0,2
2014-11-06,2014-11-03,2014-11-01,,,,,,,,,,,,,,631.0,114.0,517.0,416.0,68.0,348.0,63.0,,,,,,,,,9.4,13.8,18.6,0.5,0.0,3
2014-11-07,2014-11-03,2014-11-01,,,,,,,,,,,,,,195.0,27.0,168.0,188.0,21.0,167.0,14.0,,,,,,,,,8.9,10.6,15.3,1.7,0.0,4
2014-11-08,2014-11-03,2014-11-01,,,,,,,,,,,,,,92.0,14.0,78.0,80.0,9.0,71.0,12.0,,,,,,,,,8.1,8.5,9.4,4.7,0.0,5
2014-11-09,2014-11-03,2014-11-01,,,,,,,,,,,,,,461.0,105.0,356.0,294.0,78.0,216.0,123.0,,,,,,,,,7.8,9.0,9.8,0.1,0.0,6
2014-11-10,2014-11-10,2014-11-01,,,,,,,,,,,,,,262.0,53.0,209.0,223.0,47.0,176.0,35.0,,,,,,,,,9.2,10.6,11.4,0.0,0.0,0
2014-11-11,2014-11-10,2014-11-01,,,,,,,,,,,,,,980.0,221.0,759.0,424.0,119.0,305.0,209.0,,,,,,,,,6.8,10.1,13.7,0.0,0.0,1
2014-11-12,2014-11-10,2014-11-01,,,,,,,,,,,,,,319.0,36.0,283.0,282.0,25.0,257.0,34.0,,,,,,,,,6.6,7.5,11.3,0.0,0.0,2
2014-11-13,2014-11-10,2014-11-01,,,,,,,,,,,,,,377.0,43.0,334.0,309.0,29.0,280.0,31.0,,,,,,,,,7.0,8.7,10.0,0.0,0.0,3
2014-11-14,2014-11-10,2014-11-01,,,,,,,,,,,,,,295.0,40.0,255.0,280.0,39.0,241.0,33.0,,,,,,,,,6.6,7.5,9.7,0.0,0.0,4
2014-11-15,2014-11-10,2014-11-01,,,,,,,,,,,,,,256.0,47.0,209.0,200.0,32.0,168.0,80.0,,,,,,,,,4.3,5.5,6.7,0.0,0.0,5
2014-11-16,2014-11-10,2014-11-01,,,,,,,,,,,,,,328.0,45.0,283.0,178.0,36.0,142.0,105.0,,,,,,,,,3.8,4.6,4.9,0.6,0.0,6
2014-11-17,2014-11-17,2014-11-01,,,,,,,,,,,,,,168.0,14.0,154.0,142.0,12.0,130.0,6.0,,,,,,,,,4.5,5.2,5.7,1.2,0.0,0
2014-11-18,2014-11-17,2014-11-01,,,,,,,,,,,,,,223.0,19.0,204.0,199.0,18.0,181.0,16.0,,,,,,,,,2.2,2.6,5.0,2.1,0.0,1
2014-11-19,2014-11-17,2014-11-01,,,,,,,,,,,,,,247.0,27.0,220.0,200.0,12.0,188.0,24.0,,,,,,,,,1.2,1.7,2.4,0.0,0.3,2
2014-11-20,2014-11-17,2014-11-01,,,,,,,,,,,,,,238.0,23.0,215.0,184.0,15.0,169.0,10.0,,,,,,,,,0.5,1.4,2.0,0.0,0.0,3
2014-11-21,2014-11-17,2014-11-01,,,,,,,,,,,,,,237.0,36.0,201.0,202.0,19.0,183.0,15.0,,,,,,,,,0.9,1.7,2.4,0.0,0.0,4
2014-11-22,2014-11-17,2014-11-01,,,,,,,,,,,,,,269.0,58.0,211.0,172.0,54.0,118.0,61.0,,,,,,,,,1.8,3.0,4.0,0.0,0.0,5
2014-11-23,2014-11-17,2014-11-01,,,,,,,,,,,,,,592.0,163.0,429.0,293.0,98.0,195.0,212.0,,,,,,,,,-0.4,2.1,5.2,0.0,0.0,6
2014-11-24,2014-11-24,2014-11-01,,,,,,,,,,,,,,276.0,35.0,241.0,205.0,23.0,182.0,33.0,,,,,,,,,-0.3,1.4,4.4,0.0,4.3,0
2014-11-25,2014-11-24,2014-11-01,,,,,,,,,,,,,,174.0,21.0,153.0,135.0,9.0,126.0,7.0,,,,,,,,,0.0,2.3,4.3,0.1,0.0,1
2014-11-26,2014-11-24,2014-11-01,,,,,,,,,,,,,,268.0,36.0,232.0,168.0,15.0,153.0,22.0,,,,,,,,,1.3,2.3,3.5,0.0,0.0,2
2014-11-27,2014-11-24,2014-11-01,,,,,,,,,,,,,,222.0,21.0,201.0,187.0,21.0,166.0,23.0,,,,,,,,,-1.7,-0.7,1.4,0.0,0.0,3
2014-11-28,2014-11-24,2014-11-01,,,,,,,,,,,,,,185.0,18.0,167.0,138.0,13.0,125.0,17.0,,,,,,,,,-5.5,-3.0,-1.6,0.0,0.0,4
2014-11-29,2014-11-24,2014-11-01,,,,,,,,,,,,,,116.0,14.0,102.0,76.0,10.0,66.0,33.0,,,,,,,,,-6.5,-5.0,-1.7,0.0,0.0,5
2014-11-30,2014-11-24,2014-11-01,,,,,,,,,,,,,,97.0,13.0,84.0,78.0,17.0,61.0,34.0,,,,,,,,,-8.5,-6.8,-4.1,0.0,0.0,6
2014-12-01,2014-12-01,2014-12-01,,,,,,,,,,,,,,119.0,5.0,114.0,118.0,7.0,111.0,9.0,,,,,,,,,-6.4,-4.0,-3.0,0.0,0.0,0
2014-12-02,2014-12-01,2014-12-01,,,,,,,,,,,,,,174.0,19.0,155.0,125.0,20.0,105.0,15.0,,,,,,,,,-7.2,-3.8,0.1,0.0,0.0,1
2014-12-03,2014-12-01,2014-12-01,,,,,,,,,,,,,,146.0,19.0,127.0,151.0,10.0,141.0,11.0,,,,,,,,,-3.8,-2.0,-0.7,0.0,0.0,2
2014-12-04,2014-12-01,2014-12-01,,,,,,,,,,,,,,200.0,20.0,180.0,147.0,13.0,134.0,14.0,,,,,,,,,-0.9,0.0,1.4,0.0,0.0,3
2014-12-05,2014-12-01,2014-12-01,,,,,,,,,,,,,,186.0,22.0,164.0,141.0,15.0,126.0,11.0,,,,,,,,,-3.0,-2.3,0.7,0.0,0.0,4
2014-12-06,2014-12-01,2014-12-01,,,,,,,,,,,,,,111.0,27.0,84.0,76.0,19.0,57.0,29.0,,,,,,,,,-2.4,-0.6,0.6,0.0,0.0,5
2014-12-07,2014-12-01,2014-12-01,,,,,,,,,,,,,,162.0,40.0,122.0,109.0,28.0,81.0,40.0,,,,,,,,,0.3,1.2,2.2,0.1,0.0,6
2014-12-08,2014-12-08,2014-12-01,,,,,,,,,,,,,,171.0,20.0,151.0,150.0,13.0,137.0,6.0,,,,,,,,,0.9,1.9,3.3,0.0,0.1,0
2014-12-09,2014-12-08,2014-12-01,,,,,,,,,,,,,,253.0,42.0,211.0,180.0,18.0,162.0,24.0,,,,,15.0,,,,-4.2,-0.6,3.3,0.0,0.0,1
2014-12-10,2014-12-08,2014-12-01,,,,,,,,5.0,,,,,,171.0,14.0,157.0,152.0,10.0,142.0,11.0,,,,273.0,31.0,,,,-6.5,-3.1,-2.1,0.0,0.0,2
2014-12-11,2014-12-08,2014-12-01,,,,,,,,22.0,,,,,,170.0,21.0,149.0,163.0,27.0,136.0,30.0,,,,289.0,34.0,,,,-2.3,0.3,1.9,0.6,0.0,3
2014-12-12,2014-12-08,2014-12-01,,,,,,,,3.0,,,,,,193.0,31.0,162.0,152.0,25.0,127.0,30.0,,,,286.0,30.0,,,,0.1,3.9,5.6,0.0,0.0,4
2014-12-13,2014-12-08,2014-12-01,,,,,,,,2.0,,,,,,176.0,36.0,140.0,118.0,29.0,89.0,61.0,,,,247.0,16.0,,,,4.0,7.0,9.9,0.6,0.0,5
2014-12-14,2014-12-08,2014-12-01,,,,,,,,1.0,,,,,,83.0,17.0,66.0,42.0,6.0,36.0,15.0,,,,91.0,4.0,,,,1.8,3.5,5.4,4.9,0.0,6
2014-12-15,2014-12-15,2014-12-01,,,,,,,,19.0,,,,,,216.0,52.0,164.0,181.0,22.0,159.0,16.0,,,,387.0,29.0,,,,1.5,5.0,8.0,0.0,0.0,0
2014-12-16,2014-12-15,2014-12-01,,,,,,,,31.0,,,,,,190.0,21.0,169.0,157.0,25.0,132.0,21.0,,,,340.0,41.0,,,,2.9,4.8,7.3,4.8,0.0,1
2014-12-17,2014-12-15,2014-12-01,,,,,,,,16.0,,,,,,205.0,38.0,167.0,150.0,8.0,142.0,18.0,,,,313.0,28.0,,,,-0.4,2.7,5.6,0.0,0.0,2
2014-12-18,2014-12-15,2014-12-01,,,,,,,,10.0,,,,,,167.0,13.0,154.0,126.0,17.0,109.0,8.0,,,,290.0,20.0,,,,-0.8,4.0,6.7,3.2,0.0,3
2014-12-19,2014-12-15,2014-12-01,,,,,,,,2.0,,,,,,115.0,15.0,100.0,99.0,11.0,88.0,11.0,,,,209.0,15.0,,,,5.5,10.2,11.9,4.2,0.0,4
2014-12-20,2014-12-15,2014-12-01,,,,,,,,1.0,,,,,,134.0,27.0,107.0,77.0,21.0,56.0,23.0,,,,161.0,11.0,,,,3.9,5.5,10.3,1.3,0.0,5
2014-12-21,2014-12-15,2014-12-01,,,,,,,,4.0,,,,,,117.0,21.0,96.0,59.0,13.0,46.0,16.0,,,,134.0,7.0,,,,2.4,3.8,4.7,6.9,0.0,6
2014-12-22,2014-12-22,2014-12-01,,,,,,,,2.0,,,,,,42.0,5.0,37.0,23.0,5.0,18.0,4.0,,,,108.0,8.0,,,,3.0,6.5,8.6,23.2,0.0,0
2014-12-23,2014-12-22,2014-12-01,,,,,,,,4.0,,,,,,32.0,3.0,29.0,19.0,4.0,15.0,0.0,,,,76.0,4.0,,,,7.0,8.7,10.3,19.4,0.0,1
2014-12-24,2014-12-22,2014-12-01,,,,,,,,1.0,,,,,,24.0,4.0,20.0,28.0,2.0,26.0,0.0,,,,55.0,5.0,,,,6.2,7.7,9.5,4.2,0.0,2
2014-12-25,2014-12-22,2014-12-01,,,,,,,,0.0,,,,,,71.0,24.0,47.0,19.0,7.0,12.0,17.0,,,,57.0,3.0,,,,3.3,4.2,8.0,0.0,8.1,3
